module,function,risk,occurrences,cli_support,test_status,notes
sgrp,get_ha_track_bfd_list,read,2,cli_generic_available,candidate_for_readonly_batch,
sgrp,get_ha_track_if_list,read,2,cli_generic_available,candidate_for_readonly_batch,
sgrp,get_ha_track_ip_list,read,2,cli_generic_available,candidate_for_readonly_batch,
sgrp,get_ha_track_pnf_list,read,2,cli_generic_available,candidate_for_readonly_batch,
sgrp,set_ha_global_config,write_or_stateful,2,cli_generic_available,not_auto_tested_requires_manual_payload,
sgrp,set_ha_group_conf,write_or_stateful,2,cli_generic_available,not_auto_tested_requires_manual_payload,
sgrp,set_ha_group_demotion_force,write_or_stateful,2,cli_generic_available,not_auto_tested_requires_manual_payload,
sgrp,set_ha_group_trackbfd,write_or_stateful,1,cli_generic_available,not_auto_tested_requires_manual_payload,
sgrp,set_ha_group_trackif,write_or_stateful,2,cli_generic_available,not_auto_tested_requires_manual_payload,
sgrp,set_ha_group_trackip,write_or_stateful,3,cli_generic_available,not_auto_tested_requires_manual_payload,
sgrp,set_ha_group_trackpnf,write_or_stateful,2,cli_generic_available,not_auto_tested_requires_manual_payload,
sgrp,set_ha_sync_cfg_force,write_or_stateful,2,cli_generic_available,not_auto_tested_requires_manual_payload,
smac,get_smac_conf,read,2,cli_generic_available,candidate_for_readonly_batch,
smac,set_smac_conf,write_or_stateful,2,cli_generic_available,not_auto_tested_requires_manual_payload,
snmpagent,get_snmp_agent,read,2,cli_generic_available,candidate_for_readonly_batch,
snmpagent,set_snmp_agent,write_or_stateful,2,cli_generic_available,not_auto_tested_requires_manual_payload,
snmpv3usr,add_snmpv3usr,write_or_stateful,2,cli_generic_available,not_auto_tested_requires_manual_payload,
snmpv3usr,del_snmpv3usr,write_or_stateful,2,cli_generic_available,not_auto_tested_requires_manual_payload,
snmpv3usr,get_snmpv3usr,read,2,cli_generic_available,candidate_for_readonly_batch,
snmpv3usr,set_snmpv3usr,write_or_stateful,2,cli_generic_available,not_auto_tested_requires_manual_payload,
statistics,get_connection_monitor,read,8,cli_generic_available,candidate_for_readonly_batch,
statistics,get_cpu_usage,read,2,cli_generic_available,candidate_for_readonly_batch,
statistics,get_disk_usage,read,2,cli_generic_available,candidate_for_readonly_batch,
statistics,get_focus_focus,read,2,cli_generic_available,candidate_for_readonly_batch,
statistics,get_memory_usage,read,2,cli_generic_available,candidate_for_readonly_batch,
statistics,get_network_monitor,read,2,cli_generic_available,candidate_for_readonly_batch,
statistics,get_threat_monitor,read,2,cli_generic_available,candidate_for_readonly_batch,
statistics,get_threat_threats,read,2,cli_generic_available,candidate_for_readonly_batch,
sysconfig,export_sysconfig_ftp,write_or_stateful,2,cli_generic_available,not_auto_tested_requires_manual_payload,
sysconfig,import_sysconfig_ftp,write_or_stateful,2,cli_generic_available,not_auto_tested_requires_manual_payload,
sysconfig,set_save_sysconfig,write_or_stateful,2,cli_generic_available,not_auto_tested_requires_manual_payload,
syslog,add_syslog_server_config,write_or_stateful,2,cli_generic_available,not_auto_tested_requires_manual_payload,
syslog,del_syslog_server_config,write_or_stateful,2,cli_generic_available,not_auto_tested_requires_manual_payload,
syslog,get_syslog_server_config_all,read,2,cli_generic_available,candidate_for_readonly_batch,
syslog,get_syslog_server_config_one,read,2,cli_generic_available,candidate_for_readonly_batch,
syslog,get_syslog_server_list,read,2,cli_generic_available,candidate_for_readonly_batch,
syslog,set_syslog_server_config,write_or_stateful,2,cli_generic_available,not_auto_tested_requires_manual_payload,
system,get_system_hostname,read,1,cli_generic_available,candidate_for_readonly_batch,
system,set_system_time,write_or_stateful,2,cli_generic_available,not_auto_tested_requires_manual_payload,
system_advanced,get_sys_advanced_status,read,2,cli_generic_available,candidate_for_readonly_batch,
system_advanced,set_sys_advanced_status,write_or_stateful,2,cli_generic_available,not_auto_tested_requires_manual_payload,
threat_disposal,add_threat_disposal,write_or_stateful,17,cli_generic_available,not_auto_tested_requires_manual_payload,
threat_disposal,del_threat_disposal,write_or_stateful,15,cli_generic_available,not_auto_tested_requires_manual_payload,
threat_disposal,get_threat_disposal,read,2,cli_generic_available,candidate_for_readonly_batch,
threat_disposal,get_threat_disposal_statitics,read,2,cli_generic_available,candidate_for_readonly_batch,
threat_disposal,set_threat_disposal,write_or_stateful,34,cli_generic_available,not_auto_tested_requires_manual_payload,
trap,add_trap_server,write_or_stateful,2,cli_generic_available,not_auto_tested_requires_manual_payload,
trap,del_trap_server,write_or_stateful,2,cli_generic_available,not_auto_tested_requires_manual_payload,
trap,get_trap_server,read,2,cli_generic_available,candidate_for_readonly_batch,
trap,set_trap_server,write_or_stateful,2,cli_generic_available,not_auto_tested_requires_manual_payload,
url,set_auto_upgrade_immediately,write_or_stateful,1,cli_generic_available,not_auto_tested_requires_manual_payload,
vsys,get_vsys_info,read,2,cli_generic_available,candidate_for_readonly_batch,
vsys,get_vsys_info_specify,read,2,cli_generic_available,candidate_for_readonly_batch,
vsys,set_reset_vsys,write_or_stateful,2,cli_generic_available,not_auto_tested_requires_manual_payload,
vsys,set_vsys,write_or_stateful,4,cli_generic_available,not_auto_tested_requires_manual_payload,
waf,set_auto_upgrade_immediately,write_or_stateful,1,cli_generic_available,not_auto_tested_requires_manual_payload,
weakpwd,set_auto_upgrade_immediately,write_or_stateful,1,cli_generic_available,not_auto_tested_requires_manual_payload,
zone,add_zone,write_or_stateful,2,cli_generic_available,not_auto_tested_requires_manual_payload,
zone,del_zone,write_or_stateful,2,cli_generic_available,not_auto_tested_requires_manual_payload,
zone,get_zone_list,read,2,cli_generic_available,candidate_for_readonly_batch,
zone,set_zone,write_or_stateful,2,cli_generic_available,not_auto_tested_requires_manual_payload,
